Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry
ATNI,ATN International Inc,Common Stock,45.42,$722.09M,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
ALBO,Albireo Pharma Inc,Common Stock,37.84,$721.72M,Health Care,Biotechnology,Biotechnology
LOCO,El Pollo Loco Holdings Inc,Common Stock,19.66,$717.16M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
GCI,Gannett Co Inc,Common Stock,5.26,$716.97M,Communication Services,Media,Publishing
ATEN,A10 Networks Inc,Common Stock,9.38,$716.13M,Information Technology,Software,Systems Software
TARS,Tarsus Pharmaceuticals Inc,Common Stock,36.94,$715.66M,Health Care,Pharmaceuticals,Pharmaceuticals
AMSC,American Superconductor Corp,Common Stock,25.8,$711.62M,Industrials,Electrical Equipment,Electrical Components & Equipment
GSBC,Great Southern Bancorp Inc,Common Stock,51.67,$711.58M,Financials,Banks,Regional Banks
MRC,MRC Global Inc,Common Stock,8.65,$710.16M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
TCPC,Blackrock TCP Capital Corp,Common Stock,12.27,$709.96M,Financials,Capital Markets,Asset Management & Custody Banks
MITK,Mitek Systems Inc,Common Stock,16.62,$708.29M,Information Technology,Software,Application Software
FI,Frank's International NV,Common Stock,3.13,$707.94M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
NFBK,Northfield Bancorp Inc,Common Stock,13.55,$706.92M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
LPG,Dorian LPG Ltd,Common Stock,14.17,$706.90M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
ASIX,AdvanSix Inc,Common Stock,25.15,$704.95M,Materials,Chemicals,Commodity Chemicals
AGX,Argan Inc,Common Stock,44.87,$704.01M,Industrials,Construction & Engineering,Construction & Engineering
CMTL,Comtech Telecommunications Corp.,Common Stock,28.1,$702.78M,Information Technology,Communications Equipment,Communications Equipment
CYD,China Yuchai International Ltd,Common Stock,17.2,$702.76M,Industrials,Machinery,Construction Machinery & Heavy Trucks
MTEM,Molecular Templates,Common Stock,13.99,$701.99M,Health Care,Biotechnology,Biotechnology
SMLR,Semler Scientific Inc,Common Stock,106,$701.30M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BMTC,Bryn Mawr Bank Corp,Common Stock,35.17,$701.00M,Financials,Banks,Regional Banks
BCEL,Atreca Inc,Common Stock,19.09,$700.47M,Health Care,Biotechnology,Biotechnology
MOD,Modine Manufacturing Co,Common Stock,13.66,$698.03M,Consumer Discretionary,Auto Components,Auto Parts & Equipment
CLVS,Clovis Oncology Inc,Common Stock,7.895,$697.64M,Health Care,Biotechnology,Biotechnology
CTBI,Community Trust Bancorp Inc,Common Stock,39.09,$696.55M,Financials,Banks,Regional Banks
DNN,Denison Mines Corp,Common Stock,1.11,$695.22M,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
FPRX,Five Prime Therapeutics Inc,Common Stock,19.54,$694.95M,Health Care,Biotechnology,Biotechnology
EFC,Ellington Financial Inc,Common Stock,15.86,$694.38M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
TBI,TrueBlue Inc,Common Stock,19.56,$693.40M,Industrials,Professional Services,Human Resource & Employment Services
HLX,Helix Energy Solutions Group Inc,Common Stock,4.61,$692.13M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
MX,MagnaChip Semiconductor Corp,Common Stock,19.49,$691.70M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
SCVL,Shoe Carnival Inc,Common Stock,48.98,$690.81M,Consumer Discretionary,Specialty Retail,Apparel Retail
WTRE,Watford Holdings Ltd,Common Stock,34.65,$689.28M,Financials,Insurance,Multi-line Insurance
CAI,CAI International Inc,Common Stock,38.84,$689.10M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
NPTN,NeoPhotonics Corp,Common Stock,13.74,$688.90M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
SWIR,Sierra Wireless Inc,Common Stock,18.78,$685.57M,Information Technology,Communications Equipment,Communications Equipment
CBTX,CBTX Inc,Common Stock,27.83,$684.98M,Financials,Banks,Regional Banks
CTRN,Citi Trends Inc,Common Stock,66.75,$684.79M,Consumer Discretionary,Specialty Retail,Apparel Retail
NPK,National Presto Industries Inc.,Common Stock,96.97,$680.83M,Industrials,Aerospace & Defense,Aerospace & Defense
DMRC,Digimarc Corp,Common Stock,44.36,$679.42M,Information Technology,Software,Application Software
FBMS,First Bancshares Inc (The)/MS,Common Stock,32.17,$679.27M,Financials,Banks,Regional Banks
IIIV,I3 Verticals Inc,Common Stock,33.84,$678.17M,Information Technology,IT Services,Data Processing & Outsourced Services
FBAK,First National Bank Alaska,Common Stock,214,$677.85M,Financials,Banks,Regional Banks
DTIL,Precision BioSciences Inc,Common Stock,13.06,$677.64M,Health Care,Biotechnology,Biotechnology
SPTN,SpartanNash Co,Common Stock,18.93,$677.60M,Consumer Staples,Food & Staples Retailing,Food Distributors
ZYXI,Zynex Inc,Common Stock,19.45,$675.63M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
MNRL,Brigham Minerals Inc,Common Stock,15.58,$674.86M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
ATHA,Athira Pharma Inc,Common Stock,21.7,$674.59M,Health Care,Pharmaceuticals,Pharmaceuticals
AAN,Aarons Co Inc (The),Common Stock,19.97,$674.57M,Consumer Discretionary,Specialty Retail,Homefurnishing Retail
ATEX,Anterix Inc,Common Stock,38.41,$673.82M,Communication Services,Diversified Telecommunication Services,Alternative Carriers
WINA,Winmark Corp,Common Stock,181.505,$673.12M,Consumer Discretionary,Specialty Retail,Specialty Stores
CGBD,TCG BDC Inc,Common Stock,11.95,$672.89M,Financials,Capital Markets,Asset Management & Custody Banks
AMSWA,American Software Inc,Common Stock,20.61,$670.70M,Information Technology,Software,Application Software
TALO,Talos Energy Inc,Common Stock,9.16,$668.95M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
CIR,CIRCOR International Inc,Common Stock,33.45,$668.93M,Industrials,Machinery,Industrial Machinery
RUTH,Ruth's Hospitality Group Inc,Common Stock,19.56,$668.64M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
AKTS,Akoustis Technologies Inc,Common Stock,16.12,$667.77M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
ABST,Absolute Software Corp,Common Stock,15.64,$667.34M,Information Technology,Software,Systems Software
HSII,Heidrick & Struggles International Inc,Common Stock,34.37,$665.40M,Industrials,Professional Services,Human Resource & Employment Services
ASPN,Aspen Aerogels Inc,Common Stock,24.74,$664.64M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
ULH,Universal Logistics Holdings Inc,Common Stock,24.63,$664.63M,Industrials,Road & Rail,Trucking
AFIB,Acutus Medical Inc,Common Stock,23.855,$664.48M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
MGI,MoneyGram International Inc,Common Stock,9.15,$663.14M,Information Technology,IT Services,Data Processing & Outsourced Services
TILE,Interface Inc,Common Stock,11.31,$662.97M,Industrials,Commercial Services & Supplies,Office Services & Supplies
HWKN,Hawkins Inc,Common Stock,63.25,$661.72M,Materials,Chemicals,Commodity Chemicals
AKBA,Akebia Therapeutics Inc,Common Stock,4.63,$660.75M,Health Care,Biotechnology,Biotechnology
AEGN,Aegion Corp,Common Stock,21.45,$660.02M,Industrials,Construction & Engineering,Construction & Engineering
CSV,Carriage Services Inc,Common Stock,36.58,$657.34M,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
USAT,USA Technologies Inc,Common Stock,10.03,$654.82M,Information Technology,IT Services,Data Processing & Outsourced Services
GCO,Genesco Inc.,Common Stock,43.58,$653.31M,Consumer Discretionary,Specialty Retail,Apparel Retail
TRST,TrustCo Bank Corp NY,Common Stock,6.77,$652.85M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
ARDX,Ardelyx Inc,Common Stock,7.23,$652.46M,Health Care,Biotechnology,Biotechnology
SGSVF,Sabina Gold & Silver Corp,Common Stock,2,$652.22M,Materials,Metals & Mining,Gold
ALTA,Altabancorp,Common Stock,34.45,$651.67M,Financials,Banks,Regional Banks
HONE,HarborOne Bancorp Inc,Common Stock,11.38,$651.56M,Financials,Banks,Regional Banks
DCO,Ducommun Inc,Common Stock,55.61,$651.47M,Industrials,Aerospace & Defense,Aerospace & Defense
RMNI,Rimini Street Inc,Common Stock,8.52,$648.52M,Information Technology,Software,Application Software
RMR,RMR Group Inc (The),Common Stock,39.45,$646.82M,Real Estate,Real Estate Management & Development,Diversified Real Estate Activities
QCRH,QCR Holdings Inc,Common Stock,40.96,$646.78M,Financials,Banks,Regional Banks
WNW,Wunong Net Technology Company Ltd,Common Stock,32.18,$643.80M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
VEC,Vectrus Inc,Common Stock,55.33,$643.05M,Industrials,Aerospace & Defense,Aerospace & Defense
HVT,Haverty Furniture Cos Inc,Common Stock,35.18,$640.56M,Consumer Discretionary,Specialty Retail,Homefurnishing Retail
ORBC,ORBCOMM Inc,Common Stock,8.21,$640.16M,Communication Services,Diversified Telecommunication Services,Alternative Carriers
SVA,Sinovac Biotech Ltd,Common Stock,,$639.90M,Health Care,Biotechnology,Biotechnology
REKR,Rekor Systems Inc,Common Stock,19.44,$639.81M,Industrials,Professional Services,Research & Consulting Services
CURO,CURO Group Holdings Corp,Common Stock,15.61,$638.21M,Financials,Consumer Finance,Consumer Finance
OYST,Oyster Point Pharma Inc,Common Stock,24.59,$635.53M,Health Care,Biotechnology,Biotechnology
UTL,Unitil Corp,Common Stock,42.12,$632.31M,Utilities,Multi-Utilities,Multi-Utilities
HVT-A,Haverty Furniture Cos Inc,Common Stock,34.6541,$630.98M,Consumer Discretionary,Specialty Retail,Homefurnishing Retail
CPS,Cooper-Standard Holdings Inc,Common Stock,37.19,$628.36M,Consumer Discretionary,Auto Components,Auto Parts & Equipment
AMTB,Amerant Bancorp Inc,Common Stock,16.6,$627.44M,Financials,Banks,Regional Banks
CFB,CrossFirst Bankshares Inc,Common Stock,12.14,$627.40M,Financials,Banks,Regional Banks
FIXX,Homology Medicines Inc,Common Stock,13.83,$625.95M,Health Care,Biotechnology,Biotechnology
FVTI,Fortune Valley Treasures Inc,Common Stock,2.03,$624.73M,Consumer Discretionary,Distributors,Distributors
TRXC,TransEnterix Inc,Common Stock,6.25,$624.24M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
GTBAF,Great Bear Resources Ltd,Common Stock,11.8,$623.98M,Materials,Metals & Mining,Gold
NBR,Nabors Industries Ltd,Common Stock,85.32,$622.41M,Energy,Energy Equipment & Services,Oil & Gas Drilling
CMRX,Chimerix Inc,Common Stock,9.91,$621.29M,Health Care,Biotechnology,Biotechnology
ARLO,Arlo Technologies Inc,Common Stock,7.86,$621.15M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
BLX,Banco Latinoamericano de Comercio Exterior SA,Common Stock,15.64,$620.47M,Financials,Diversified Financial Services,Specialized Finance
TRMD,Torm PLC,Common Stock,8.34,$619.66M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
REV,Revlon Inc.,Common Stock,11.07,$618.86M,Consumer Staples,Personal Products,Personal Products
AKUS,Akouos Inc,Common Stock,17.96,$617.70M,Health Care,Biotechnology,Biotechnology
SOLO,Electrameccanica Vehicles Corp,Common Stock,7.94,$617.65M,Consumer Discretionary,Automobiles,Automobile Manufacturers
AMC,AMC Entertainment Holdings Inc,Common Stock,5.59,$614.45M,Communication Services,Entertainment,Movies & Entertainment
FFIC,Flushing Financial Corp,Common Stock,19.95,$613.98M,Financials,Banks,Regional Banks
MPX,Marine Products Corp,Common Stock,18.09,$612.71M,Consumer Discretionary,Leisure Products,Leisure Products
KE,Kimball Electronics Inc,Common Stock,24.55,$612.62M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
CRIS,Curis Inc,Common Stock,10.78,$611.85M,Health Care,Biotechnology,Biotechnology
VKTX,Viking Therapeutics Inc,Common Stock,8.39,$611.81M,Health Care,Biotechnology,Biotechnology
HCCI,Heritage-Crystal Clean Inc,Common Stock,26.17,$609.63M,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CPF,Central Pacific Financial Corp.,Common Stock,21.58,$608.19M,Financials,Banks,Regional Banks
FMCB,Farmers & Merchants Bancorp,Common Stock,764.69,$607.16M,Financials,Banks,Regional Banks
STRL,Sterling Construction Co Inc,Common Stock,21.58,$606.38M,Industrials,Construction & Engineering,Construction & Engineering
ETH,Ethan Allen Interiors Inc,Common Stock,24.04,$605.16M,Consumer Discretionary,Household Durables,Home Furnishings
EGRX,Eagle Pharmaceuticals Inc,Common Stock,46.35,$603.94M,Health Care,Biotechnology,Biotechnology
IMXI,International Money Express Inc,Common Stock,15.78,$603.25M,Information Technology,IT Services,Data Processing & Outsourced Services
FHTX,Foghorn Therapeutics Inc,Common Stock,17.15,$602.53M,Health Care,Biotechnology,Biotechnology
PERI,Perion Network Ltd,Common Stock,22.96,$602.28M,Communication Services,Media,Advertising
MCF,Contango Oil & Gas Co,Common Stock,4.52,$601.22M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
PEBO,Peoples Bancorp Inc,Common Stock,30.72,$599.26M,Financials,Banks,Regional Banks
IHC,Independence Holding Co,Common Stock,40.82,$597.85M,Financials,Insurance,Life & Health Insurance
WLDN,Willdan Group Inc,Common Stock,49.37,$596.94M,Industrials,Professional Services,Research & Consulting Services
CASS,Cass Information Systems Inc,Common Stock,41.265,$596.21M,Information Technology,IT Services,Data Processing & Outsourced Services
GERN,Geron Corp,Common Stock,1.925,$596.10M,Health Care,Biotechnology,Biotechnology
SSTI,ShotSpotter Inc,Common Stock,52.16,$595.21M,Information Technology,Software,Application Software
MGTX,Meiragtx Holdings plc,Common Stock,15.46,$594.23M,Health Care,Biotechnology,Biotechnology
CTSDF,Converge Technology Solutions Corp,Common Stock,4.86,$593.72M,Information Technology,IT Services,IT Consulting & Other Services
PSTX,Poseida Therapeutics Inc,Common Stock,9.59,$592.85M,Health Care,Biotechnology,Biotechnology
XBIT,XBiotech Inc,Common Stock,20.21,$592.39M,Health Care,Biotechnology,Biotechnology
GDEN,Golden Entertainment Inc,Common Stock,21.02,$591.24M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
RLMD,Relmada Therapeutics Inc,Common Stock,36.47,$590.41M,Health Care,Pharmaceuticals,Pharmaceuticals
CAL,Caleres Inc,Common Stock,15.56,$590.41M,Consumer Discretionary,Specialty Retail,Apparel Retail
CAC,Camden National Corp,Common Stock,39.59,$590.25M,Financials,Banks,Regional Banks
GRAY,Graybug Vision Inc,Common Stock,29.25,$589.98M,Health Care,Pharmaceuticals,Pharmaceuticals
NSRPF,Novo Resources Corp,Common Stock,2.56,$589.71M,Materials,Metals & Mining,Gold
ACIU,AC Immune SA,Common Stock,8.19,$588.53M,Health Care,Biotechnology,Biotechnology
AVRO,AVROBIO Inc,Common Stock,16.17,$587.65M,Health Care,Biotechnology,Biotechnology
GMDA,Gamida Cell Ltd,Common Stock,11.84,$585.75M,Health Care,Biotechnology,Biotechnology
FMBH,First Mid Bancshares Inc,Common Stock,34.98,$585.60M,Financials,Banks,Regional Banks
URGN,UroGen Pharma Ltd,Common Stock,26.53,$585.10M,Health Care,Biotechnology,Biotechnology
GP,Greenpower Motor Co Inc,Common Stock,30.84,$585.03M,Industrials,Machinery,Construction Machinery & Heavy Trucks
NVGS,Navigator Holdings Ltd,Common Stock,10.46,$584.76M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
RVP,Retractable Technologies Inc,Common Stock,17.28,$584.36M,Health Care,Health Care Equipment & Supplies,Health Care Supplies
NSSC,NAPCO Security Technologies Inc,Common Stock,31.82,$584.35M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
YORW,York Water Co (The),Common Stock,44.5,$583.55M,Utilities,Water Utilities,Water Utilities
BZH,Beazer Homes USA Inc.,Common Stock,18.65,$582.89M,Consumer Discretionary,Household Durables,Homebuilding
TPCO,Tribune Publishing Co,Common Stock,15.98,$582.54M,Communication Services,Media,Publishing
LDL,Lydall Inc.,Common Stock,32.82,$582.00M,Industrials,Machinery,Industrial Machinery
CUTR,Cutera Inc,Common Stock,32.87,$579.37M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
GPMT,Granite Point Mortgage Trust Inc,Common Stock,10.44,$576.34M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
FLXN,Flexion Therapeutics Inc,Common Stock,11.68,$575.89M,Health Care,Biotechnology,Biotechnology
TRUE,TrueCar Inc,Common Stock,5.42,$574.92M,Communication Services,Interactive Media & Services,Interactive Media & Services
LQDT,Liquidity Services Inc,Common Stock,17.2,$573.55M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
ZIXI,Zix Corp.,Common Stock,10.01,$571.06M,Information Technology,Software,Application Software
RYAM,Rayonier Advanced Materials Inc,Common Stock,9.01,$570.65M,Materials,Chemicals,Specialty Chemicals
CWBHF,Charlotte's Web Holdings Inc,Common Stock,5.44753,$570.21M,Health Care,Pharmaceuticals,Pharmaceuticals
OXFD,Oxford Immunotec Global PLC,Common Stock,21.94,$569.61M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
XXII,22nd Century Group Inc,Common Stock,4.1,$569.32M,Consumer Staples,Tobacco,Tobacco
BXG,Bluegreen Vacations Corp,Common Stock,7.84,$568.27M,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
IIIN,Insteel Industries Inc,Common Stock,29.39,$567.06M,Industrials,Building Products,Building Products
